leads_id,leads_registered,number_of_employee,industry,session_source,total_visits,first_visits,cluster
26,2020-12-04 14:59:50+00:00,150,Hospitality,Direct,4,/studycase,0
149,2021-01-05 16:46:44+00:00,150,Hospitality,Direct,2,/studycase,2
569,2021-05-04 16:43:12+00:00,150,Hospitality,Refferal,1,/form/brochure,1
631,2021-05-28 13:15:32+00:00,150,Hospitality,Organic Search,4,/home,0
1087,2021-09-27 09:58:44+00:00,150,Hospitality,Organic Search,4,/features,0
1211,2021-10-29 16:47:33+00:00,150,Hospitality,Direct,1,/form/brochure,1
1521,2021-12-30 15:23:14+00:00,150,Hospitality,Direct,4,/features,0
1646,2022-01-27 15:19:52+00:00,150,Hospitality,Refferal,4,/features,0
1771,2022-03-02 09:51:05+00:00,150,Hospitality,Organic Search,6,/home,0
1904,2022-03-23 17:17:22+00:00,150,Hospitality,Refferal,2,/features,2
1972,2022-03-30 17:24:05+00:00,150,Hospitality,Organic Social,1,/form/set-a-meeting,1
2082,2022-04-27 17:29:57+00:00,150,Hospitality,Refferal,1,/form/demo,1
2314,2022-06-06 14:15:52+00:00,150,Hospitality,Organic Social,4,/form/demo,0
2448,2022-06-24 16:13:35+00:00,150,Hospitality,Refferal,1,/form/set-a-meeting,1
2542,2022-07-07 09:44:09+00:00,150,Hospitality,Direct,6,/home,0
2832,2022-09-05 09:49:13+00:00,150,Hospitality,Direct,4,/studycase,0
2887,2022-09-09 15:22:13+00:00,150,Hospitality,Refferal,2,/portofolio,2
2974,2022-09-22 10:44:06+00:00,150,Hospitality,Direct,5,/features,0
3096,2022-09-30 14:16:58+00:00,150,Hospitality,Refferal,1,/form/brochure,1
3259,2022-10-31 10:29:02+00:00,150,Hospitality,CPC,4,/home,0
3274,2022-11-01 10:05:36+00:00,150,Hospitality,Direct,1,/form/set-a-meeting,1
215,2021-01-27 10:58:14+00:00,425,Hospitality,Refferal,1,/form/brochure,1
898,2021-08-04 17:37:19+00:00,425,Hospitality,Organic Search,1,/form/demo,1
1107,2021-09-29 15:09:05+00:00,425,Hospitality,Organic Search,1,/form/set-a-meeting,1
2412,2022-06-22 10:38:31+00:00,425,Hospitality,Organic Social,1,/form/set-a-meeting,1
3185,2022-10-17 10:29:46+00:00,425,Hospitality,Refferal,1,/form/set-a-meeting,1
3245,2022-10-28 15:16:25+00:00,425,Hospitality,Direct,1,/form/brochure,1
1500,2021-12-28 15:39:09+00:00,175,Hospitality,Refferal,1,/form/set-a-meeting,1
1617,2022-01-19 10:38:42+00:00,175,Hospitality,Direct,6,/studycase,0
1809,2022-03-07 10:54:55+00:00,175,Hospitality,Direct,2,/features,2
2604,2022-07-27 17:10:49+00:00,175,Hospitality,Organic Search,4,/features,0
2735,2022-08-26 14:30:23+00:00,175,Hospitality,Organic Search,5,/studycase,0
3349,2022-11-22 14:11:01+00:00,175,Hospitality,Direct,6,/studycase,0
99,2020-12-28 10:29:02+00:00,450,Hospitality,Refferal,1,/form/brochure,1
604,2021-05-17 17:52:09+00:00,450,Hospitality,Refferal,2,/studycase,1
933,2021-08-19 17:03:25+00:00,450,Hospitality,Direct,1,/form/brochure,1
1537,2021-12-31 13:56:56+00:00,450,Hospitality,Refferal,1,/form/demo,1
69,2020-12-15 12:05:07+00:00,200,Hospitality,Refferal,2,/home,1
329,2021-03-03 16:06:55+00:00,200,Hospitality,Organic Search,2,/studycase,1
581,2021-05-06 16:57:17+00:00,200,Hospitality,Refferal,6,/studycase,0
939,2021-08-23 13:05:28+00:00,200,Hospitality,Refferal,4,/home,0
1300,2021-11-26 11:20:05+00:00,200,Hospitality,Refferal,1,/form/brochure,1
1318,2021-11-30 12:00:38+00:00,200,Hospitality,Direct,1,/form/brochure,1
2955,2022-09-21 09:55:12+00:00,200,Hospitality,CPC,1,/form/set-a-meeting,1
3224,2022-10-26 12:44:48+00:00,200,Hospitality,Refferal,2,/home,1
2505,2022-07-01 12:52:48+00:00,475,Hospitality,Refferal,1,/form/brochure,1
649,2021-06-01 14:22:05+00:00,225,Hospitality,Refferal,1,/form/set-a-meeting,1
820,2021-07-09 15:55:54+00:00,225,Hospitality,Refferal,1,/form/demo,1
1230,2021-11-03 12:17:03+00:00,225,Hospitality,Direct,1,/form/set-a-meeting,1
2953,2022-09-20 17:04:47+00:00,225,Hospitality,Refferal,2,/testimonials,1
2964,2022-09-21 15:16:09+00:00,225,Hospitality,Refferal,1,/form/set-a-meeting,1
511,2021-04-26 10:29:27+00:00,500,Hospitality,Refferal,1,/form/set-a-meeting,1
1867,2022-03-17 09:46:55+00:00,500,Hospitality,Organic Social,1,/form/set-a-meeting,1
2583,2022-07-22 16:21:23+00:00,500,Hospitality,Refferal,1,/form/demo,1
336,2021-03-04 11:22:19+00:00,250,Hospitality,Organic Search,1,/form/set-a-meeting,1
804,2021-07-06 12:48:17+00:00,250,Hospitality,Refferal,5,/form/demo,0
1065,2021-09-21 10:25:57+00:00,250,Hospitality,Refferal,2,/testimonials,1
1281,2021-11-19 12:31:33+00:00,250,Hospitality,Refferal,1,/form/brochure,1
1399,2021-12-09 10:10:10+00:00,250,Hospitality,Direct,5,/home,0
1946,2022-03-28 16:17:12+00:00,250,Hospitality,Refferal,1,/form/set-a-meeting,1
2156,2022-05-12 15:10:47+00:00,250,Hospitality,Refferal,2,/studycase,1
2453,2022-06-27 09:14:16+00:00,250,Hospitality,Refferal,1,/form/brochure,1
95,2020-12-24 14:26:15+00:00,5,Retail,Organic Social,4,/features,0
357,2021-03-08 16:45:07+00:00,5,Retail,CPC,2,/features,2
419,2021-03-29 17:45:14+00:00,5,Retail,CPC,3,/features,2
422,2021-03-30 10:11:21+00:00,5,Retail,Organic Search,3,/home,2
573,2021-05-04 17:34:14+00:00,5,Retail,Organic Social,4,/home,0
899,2021-08-04 17:40:26+00:00,5,Retail,Organic Social,3,/home,2
1288,2021-11-24 10:52:06+00:00,5,Retail,Organic Social,4,/form/demo,0
1425,2021-12-15 09:22:41+00:00,5,Retail,CPC,3,/home,2
1638,2022-01-26 09:48:47+00:00,5,Retail,Organic Social,4,/form/demo,0
1656,2022-01-28 14:18:58+00:00,5,Retail,CPC,4,/home,0
1833,2022-03-09 13:47:50+00:00,5,Retail,Refferal,3,/features,2
1868,2022-03-17 13:20:05+00:00,5,Retail,Direct,4,/home,0
2033,2022-04-08 17:02:52+00:00,5,Retail,CPC,4,/home,0
2469,2022-06-28 10:27:52+00:00,5,Retail,CPC,4,/features,0
2492,2022-06-29 17:28:54+00:00,5,Retail,Organic Social,2,/home,2
3303,2022-11-04 10:20:18+00:00,5,Retail,Organic Search,2,/portofolio,2
198,2021-01-22 09:49:37+00:00,10,Retail,Organic Social,4,/features,0
445,2021-04-02 10:10:18+00:00,10,Retail,Organic Social,2,/form/demo,2
458,2021-04-05 14:54:04+00:00,10,Retail,CPC,3,/features,2
792,2021-07-05 09:49:31+00:00,10,Retail,CPC,4,/features,0
826,2021-07-13 10:24:12+00:00,10,Retail,Organic Social,3,/home,2
1164,2021-10-08 12:41:19+00:00,10,Retail,Organic Social,2,/home,2
1229,2021-11-03 10:43:21+00:00,10,Retail,CPC,4,/features,0
1548,2022-01-03 10:10:52+00:00,10,Retail,Organic Search,4,/features,0
1615,2022-01-18 13:26:08+00:00,10,Retail,CPC,3,/features,2
1798,2022-03-04 10:02:32+00:00,10,Retail,CPC,3,/features,2
1810,2022-03-07 12:10:51+00:00,10,Retail,Organic Social,4,/features,0
2554,2022-07-11 17:14:40+00:00,10,Retail,CPC,4,/features,0
2600,2022-07-27 10:26:19+00:00,10,Retail,Direct,4,/home,0
3018,2022-09-26 14:23:34+00:00,10,Retail,CPC,3,/studycase,2
3278,2022-11-01 12:45:28+00:00,10,Retail,Organic Social,3,/features,2
3296,2022-11-03 09:02:23+00:00,10,Retail,Direct,6,/studycase,0
13,2020-12-01 11:25:09+00:00,15,Retail,Refferal,3,/home,2
249,2021-02-04 09:26:09+00:00,15,Retail,Organic Social,3,/home,2
1227,2021-11-03 09:41:34+00:00,15,Retail,Organic Social,2,/features,2
1378,2021-12-07 10:59:06+00:00,15,Retail,CPC,3,/features,2
1416,2021-12-13 16:57:10+00:00,15,Retail,CPC,4,/home,0
1585,2022-01-06 17:36:21+00:00,15,Retail,CPC,3,/features,2
2305,2022-06-06 09:16:29+00:00,15,Retail,Organic Social,2,/portofolio,2
2317,2022-06-06 15:53:01+00:00,15,Retail,Refferal,4,/features,0
2463,2022-06-27 17:07:46+00:00,15,Retail,Organic Social,3,/home,2
2510,2022-07-01 14:42:42+00:00,15,Retail,CPC,2,/testimonials,2
2787,2022-08-31 17:49:30+00:00,15,Retail,CPC,2,/form/demo,2
3300,2022-11-03 16:19:04+00:00,15,Retail,Organic Social,3,/features,2
3338,2022-11-18 11:47:38+00:00,15,Retail,CPC,5,/features,0
189,2021-01-15 09:33:05+00:00,275,Retail,CPC,4,/home,0
320,2021-03-02 09:44:47+00:00,275,Retail,Refferal,2,/testimonials,1
380,2021-03-18 10:18:23+00:00,275,Retail,Refferal,1,/form/brochure,1
711,2021-06-15 16:45:36+00:00,275,Retail,Organic Social,1,/form/brochure,1
742,2021-06-25 15:07:12+00:00,275,Retail,Refferal,2,/portofolio,1
1179,2021-10-19 13:38:01+00:00,275,Retail,Organic Social,1,/form/demo,1
1322,2021-11-30 15:17:35+00:00,275,Retail,Refferal,5,/home,0
1385,2021-12-07 17:05:11+00:00,275,Retail,Organic Search,5,/home,0
2218,2022-05-30 10:35:18+00:00,275,Retail,Refferal,1,/form/brochure,1
2351,2022-06-08 17:32:54+00:00,275,Retail,Direct,6,/features,0
2737,2022-08-26 14:48:50+00:00,275,Retail,Refferal,2,/home,1
2797,2022-09-01 14:19:15+00:00,275,Retail,Refferal,1,/form/brochure,1
3282,2022-11-01 16:50:53+00:00,275,Retail,Refferal,1,/form/set-a-meeting,1
85,2020-12-22 14:17:52+00:00,20,Retail,CPC,3,/features,2
180,2021-01-11 10:49:51+00:00,20,Retail,CPC,3,/features,2
544,2021-04-30 15:35:13+00:00,20,Retail,CPC,2,/features,2
767,2021-07-01 10:17:47+00:00,20,Retail,CPC,2,/home,2
969,2021-08-30 14:43:12+00:00,20,Retail,CPC,3,/studycase,2
1465,2021-12-23 09:55:31+00:00,20,Retail,Organic Search,6,/home,0
1860,2022-03-15 15:05:12+00:00,20,Retail,CPC,4,/features,0
2035,2022-04-13 09:49:55+00:00,20,Retail,CPC,2,/home,2
2743,2022-08-29 10:14:08+00:00,20,Retail,CPC,3,/features,2
3027,2022-09-26 17:02:04+00:00,20,Retail,Organic Social,4,/home,0
3351,2022-11-23 09:24:16+00:00,20,Retail,Organic Social,3,/form/demo,2
200,2021-01-22 16:51:32+00:00,25,Retail,CPC,4,/studycase,0
224,2021-01-29 12:54:10+00:00,25,Retail,CPC,3,/home,2
327,2021-03-03 13:41:14+00:00,25,Retail,Organic Search,4,/features,0
579,2021-05-06 13:36:42+00:00,25,Retail,Organic Search,3,/features,2
609,2021-05-20 15:23:04+00:00,25,Retail,Organic Social,2,/form/demo,2
707,2021-06-14 10:54:07+00:00,25,Retail,Direct,4,/home,0
1019,2021-09-06 10:19:07+00:00,25,Retail,CPC,3,/studycase,2
2072,2022-04-26 14:20:39+00:00,25,Retail,Organic Social,2,/testimonials,2
2153,2022-05-12 09:03:10+00:00,25,Retail,CPC,4,/features,0
2991,2022-09-23 13:53:20+00:00,25,Retail,CPC,4,/features,0
21,2020-12-03 10:20:02+00:00,30,Retail,Organic Search,2,/features,2
43,2020-12-08 12:08:28+00:00,30,Retail,Organic Social,2,/features,2
173,2021-01-08 09:54:41+00:00,30,Retail,CPC,4,/features,0
397,2021-03-24 17:02:39+00:00,30,Retail,CPC,2,/features,2
528,2021-04-29 09:27:57+00:00,30,Retail,CPC,3,/features,2
559,2021-05-03 17:52:28+00:00,30,Retail,CPC,3,/features,2
791,2021-07-05 09:29:39+00:00,30,Retail,Organic Social,2,/home,2
1020,2021-09-06 12:18:01+00:00,30,Retail,CPC,4,/portofolio,0
1375,2021-12-07 09:26:35+00:00,30,Retail,CPC,2,/home,2
1635,2022-01-25 11:19:09+00:00,30,Retail,CPC,4,/features,0
2354,2022-06-09 15:37:12+00:00,30,Retail,Organic Social,3,/features,2
2695,2022-08-11 15:07:31+00:00,30,Retail,CPC,3,/studycase,2
2705,2022-08-12 17:28:43+00:00,30,Retail,CPC,3,/home,2
151,2021-01-05 17:35:07+00:00,35,Retail,Organic Social,3,/home,2
165,2021-01-07 10:46:00+00:00,35,Retail,CPC,4,/home,0
220,2021-01-29 09:00:36+00:00,35,Retail,CPC,4,/features,0
288,2021-02-23 09:54:39+00:00,35,Retail,CPC,2,/testimonials,2
587,2021-05-07 13:16:42+00:00,35,Retail,Organic Search,3,/features,2
625,2021-05-27 13:20:03+00:00,35,Retail,CPC,4,/portofolio,0
719,2021-06-21 09:38:14+00:00,35,Retail,CPC,2,/features,2
1025,2021-09-06 16:44:57+00:00,35,Retail,Organic Search,3,/studycase,2
1165,2021-10-08 12:41:39+00:00,35,Retail,Organic Social,3,/features,2
1593,2022-01-07 16:31:55+00:00,35,Retail,Organic Social,4,/home,0
2569,2022-07-19 10:07:59+00:00,35,Retail,CPC,3,/form/demo,2
2879,2022-09-08 14:04:39+00:00,35,Retail,Organic Social,3,/home,2
2993,2022-09-23 15:14:10+00:00,35,Retail,CPC,4,/features,0
3166,2022-10-10 14:04:59+00:00,35,Retail,CPC,2,/features,2
3172,2022-10-12 10:24:42+00:00,35,Retail,Organic Social,4,/home,0
3386,2022-11-30 12:38:54+00:00,35,Retail,Organic Search,3,/features,2
56,2020-12-10 17:16:59+00:00,40,Retail,Refferal,4,/form/demo,0
128,2021-01-01 14:26:03+00:00,40,Retail,CPC,2,/features,2
806,2021-07-06 15:04:45+00:00,40,Retail,CPC,4,/features,0
843,2021-07-22 15:00:40+00:00,40,Retail,CPC,3,/home,2
845,2021-07-23 09:32:22+00:00,40,Retail,Organic Social,2,/form/demo,2
1507,2021-12-29 12:56:46+00:00,40,Retail,CPC,3,/home,2
2137,2022-05-06 12:12:17+00:00,40,Retail,CPC,2,/home,2
2550,2022-07-08 16:02:40+00:00,40,Retail,Refferal,3,/home,2
311,2021-03-01 14:31:25+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
840,2021-07-21 12:36:22+00:00,300,Retail,Refferal,1,/form/brochure,1
848,2021-07-23 12:25:57+00:00,300,Retail,Refferal,2,/studycase,1
1196,2021-10-26 15:34:14+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
1417,2021-12-14 10:05:11+00:00,300,Retail,Refferal,2,/features,1
1644,2022-01-26 17:51:50+00:00,300,Retail,Refferal,1,/form/brochure,1
1775,2022-03-02 13:30:11+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
1887,2022-03-22 09:54:44+00:00,300,Retail,Refferal,2,/testimonials,1
1980,2022-03-31 13:55:40+00:00,300,Retail,CPC,6,/home,0
2047,2022-04-20 09:46:23+00:00,300,Retail,Refferal,1,/form/brochure,1
2402,2022-06-20 16:01:43+00:00,300,Retail,Refferal,1,/form/brochure,1
2426,2022-06-23 12:18:47+00:00,300,Retail,Refferal,1,/form/brochure,1
2599,2022-07-27 09:06:03+00:00,300,Retail,Refferal,2,/form/demo,1
3006,2022-09-26 10:43:57+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
3077,2022-09-29 16:18:19+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
3083,2022-09-30 09:17:23+00:00,300,Retail,Direct,1,/form/set-a-meeting,1
3152,2022-10-06 09:19:59+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
3210,2022-10-21 11:47:32+00:00,300,Retail,Organic Search,1,/form/brochure,1
3213,2022-10-24 09:25:11+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
3229,2022-10-26 16:58:42+00:00,300,Retail,Refferal,1,/form/set-a-meeting,1
3286,2022-11-02 10:31:11+00:00,300,Retail,Refferal,1,/form/brochure,1
89,2020-12-23 15:19:07+00:00,45,Retail,Organic Social,2,/home,2
109,2020-12-30 09:10:00+00:00,45,Retail,Organic Social,4,/features,0
347,2021-03-05 12:30:54+00:00,45,Retail,CPC,2,/portofolio,2
520,2021-04-28 10:57:35+00:00,45,Retail,CPC,4,/home,0
535,2021-04-30 09:39:43+00:00,45,Retail,Organic Social,4,/features,0
743,2021-06-25 16:14:44+00:00,45,Retail,CPC,3,/form/demo,2
821,2021-07-09 17:53:13+00:00,45,Retail,CPC,4,/home,0
1166,2021-10-08 17:20:33+00:00,45,Retail,CPC,2,/form/demo,2
1432,2021-12-16 10:05:12+00:00,45,Retail,Organic Social,3,/home,2
1817,2022-03-08 09:11:00+00:00,45,Retail,CPC,2,/features,2
2038,2022-04-14 12:55:05+00:00,45,Retail,Direct,2,/testimonials,2
2118,2022-05-04 10:07:56+00:00,45,Retail,Organic Search,4,/home,0
2143,2022-05-09 11:48:03+00:00,45,Retail,CPC,2,/features,2
2866,2022-09-07 13:14:58+00:00,45,Retail,Organic Social,3,/home,2
3049,2022-09-28 10:32:42+00:00,45,Retail,CPC,3,/features,2
11,2020-12-01 09:19:58+00:00,50,Retail,Refferal,6,/features,0
53,2020-12-10 11:56:01+00:00,50,Retail,CPC,3,/features,2
113,2020-12-30 11:10:08+00:00,50,Retail,Direct,6,/features,0
148,2021-01-05 16:37:16+00:00,50,Retail,CPC,3,/home,2
231,2021-02-01 11:49:37+00:00,50,Retail,CPC,3,/features,2
277,2021-02-18 11:23:06+00:00,50,Retail,CPC,6,/home,0
326,2021-03-03 09:34:13+00:00,50,Retail,CPC,5,/features,0
330,2021-03-03 16:32:57+00:00,50,Retail,Refferal,4,/home,0
365,2021-03-09 17:46:56+00:00,50,Retail,Organic Social,5,/features,0
456,2021-04-05 11:37:46+00:00,50,Retail,Organic Search,5,/home,0
466,2021-04-07 10:10:34+00:00,50,Retail,Organic Social,2,/studycase,2
722,2021-06-22 09:09:10+00:00,50,Retail,CPC,6,/form/demo,0
763,2021-06-30 10:21:24+00:00,50,Retail,CPC,3,/home,2
946,2021-08-24 16:41:59+00:00,50,Retail,Organic Search,5,/home,0
1054,2021-09-15 14:34:26+00:00,50,Retail,CPC,3,/features,2
1346,2021-12-02 09:49:18+00:00,50,Retail,CPC,2,/features,2
1402,2021-12-09 14:49:56+00:00,50,Retail,CPC,3,/form/demo,2
1412,2021-12-10 15:58:10+00:00,50,Retail,Refferal,6,/features,0
1426,2021-12-15 10:05:35+00:00,50,Retail,Direct,3,/home,2
1440,2021-12-17 16:49:04+00:00,50,Retail,Organic Social,6,/form/demo,0
1595,2022-01-07 17:46:14+00:00,50,Retail,Organic Search,3,/home,2
1942,2022-03-28 10:05:58+00:00,50,Retail,CPC,5,/form/demo,0
2069,2022-04-26 10:11:07+00:00,50,Retail,CPC,4,/home,0
2171,2022-05-23 10:35:07+00:00,50,Retail,Organic Search,6,/features,0
2452,2022-06-24 17:57:33+00:00,50,Retail,Organic Search,4,/home,0
2581,2022-07-22 10:13:51+00:00,50,Retail,CPC,4,/features,0
2691,2022-08-10 17:21:40+00:00,50,Retail,CPC,4,/studycase,0
2767,2022-08-30 16:30:35+00:00,50,Retail,Organic Search,5,/studycase,0
2774,2022-08-31 12:55:35+00:00,50,Retail,Refferal,5,/home,0
2920,2022-09-15 12:44:00+00:00,50,Retail,Organic Social,4,/home,0
2988,2022-09-23 12:47:56+00:00,50,Retail,CPC,3,/features,2
3054,2022-09-28 11:29:41+00:00,50,Retail,CPC,4,/home,0
3163,2022-10-10 10:21:00+00:00,50,Retail,CPC,3,/home,2
3174,2022-10-12 12:11:27+00:00,50,Retail,CPC,3,/features,2
3319,2022-11-10 15:07:00+00:00,50,Retail,Direct,6,/features,0
29,2020-12-04 16:12:38+00:00,60,Retail,CPC,6,/home,0
444,2021-04-02 10:03:20+00:00,60,Retail,Organic Social,6,/form/demo,0
479,2021-04-08 17:53:41+00:00,60,Retail,CPC,5,/form/demo,0
1110,2021-09-29 17:00:27+00:00,60,Retail,Organic Search,6,/features,0
1145,2021-10-06 09:07:48+00:00,60,Retail,Direct,6,/home,0
1491,2021-12-27 17:30:59+00:00,60,Retail,Direct,5,/home,0
1520,2021-12-30 12:56:46+00:00,60,Retail,Organic Search,5,/home,0
1637,2022-01-25 15:29:39+00:00,60,Retail,Direct,6,/features,0
1730,2022-02-24 11:53:34+00:00,60,Retail,Direct,6,/features,0
1734,2022-02-24 16:36:20+00:00,60,Retail,Direct,5,/home,0
1802,2022-03-04 12:11:48+00:00,60,Retail,Refferal,5,/features,0
1852,2022-03-11 16:33:54+00:00,60,Retail,Refferal,6,/features,0
1984,2022-04-01 09:01:44+00:00,60,Retail,Direct,5,/features,0
2080,2022-04-27 15:04:29+00:00,60,Retail,Organic Search,5,/features,0
2251,2022-05-31 17:52:29+00:00,60,Retail,Organic Social,5,/home,0
2425,2022-06-23 11:42:54+00:00,60,Retail,Organic Search,6,/portofolio,0
2584,2022-07-22 17:08:08+00:00,60,Retail,CPC,6,/features,0
2770,2022-08-30 17:43:24+00:00,60,Retail,CPC,5,/home,0
2807,2022-09-02 09:07:03+00:00,60,Retail,CPC,5,/portofolio,0
3142,2022-10-05 15:43:29+00:00,60,Retail,Organic Search,6,/features,0
115,2020-12-30 15:17:41+00:00,325,Retail,Organic Search,1,/form/set-a-meeting,1
629,2021-05-28 10:23:27+00:00,325,Retail,Refferal,2,/home,1
777,2021-07-02 10:47:13+00:00,325,Retail,Refferal,2,/testimonials,1
885,2021-08-03 10:39:18+00:00,325,Retail,Refferal,1,/form/set-a-meeting,1
947,2021-08-24 17:45:12+00:00,325,Retail,Refferal,1,/form/set-a-meeting,1
1009,2021-09-03 16:05:25+00:00,325,Retail,Refferal,1,/form/set-a-meeting,1
1975,2022-03-31 10:21:46+00:00,325,Retail,Organic Search,5,/home,0
2181,2022-05-24 17:22:42+00:00,325,Retail,Refferal,2,/studycase,1
2607,2022-07-28 10:22:54+00:00,325,Retail,Refferal,1,/form/set-a-meeting,1
2615,2022-07-29 09:01:20+00:00,325,Retail,Organic Social,1,/form/brochure,1
2969,2022-09-21 17:57:34+00:00,325,Retail,Refferal,1,/form/demo,1
57,2020-12-11 09:11:03+00:00,70,Retail,CPC,5,/home,0
266,2021-02-09 15:14:14+00:00,70,Retail,Direct,5,/home,0
409,2021-03-26 12:19:22+00:00,70,Retail,Organic Search,6,/features,0
787,2021-07-02 17:14:08+00:00,70,Retail,Refferal,6,/home,0
979,2021-08-31 10:20:15+00:00,70,Retail,Organic Social,5,/form/demo,0
1010,2021-09-03 17:16:20+00:00,70,Retail,Organic Search,6,/home,0
1091,2021-09-27 17:16:30+00:00,70,Retail,CPC,6,/home,0
1348,2021-12-02 12:45:29+00:00,70,Retail,CPC,5,/home,0
1474,2021-12-24 10:38:04+00:00,70,Retail,Organic Search,5,/portofolio,0
1523,2021-12-30 16:41:24+00:00,70,Retail,Refferal,5,/features,0
1733,2022-02-24 16:09:59+00:00,70,Retail,Direct,6,/features,0
1911,2022-03-24 09:06:58+00:00,70,Retail,CPC,5,/features,0
2001,2022-04-04 10:06:07+00:00,70,Retail,CPC,6,/features,0
2208,2022-05-27 14:41:37+00:00,70,Retail,Direct,5,/form/demo,0
2294,2022-06-03 13:45:57+00:00,70,Retail,Refferal,5,/features,0
2383,2022-06-16 09:05:22+00:00,70,Retail,CPC,5,/home,0
2438,2022-06-24 09:56:40+00:00,70,Retail,Refferal,5,/home,0
2814,2022-09-02 11:31:09+00:00,70,Retail,Organic Search,5,/home,0
3060,2022-09-28 14:22:02+00:00,70,Retail,CPC,5,/features,0
3198,2022-10-19 11:50:43+00:00,70,Retail,Direct,6,/home,0
3199,2022-10-19 16:33:09+00:00,70,Retail,Organic Social,4,/home,0
3261,2022-10-31 10:41:22+00:00,70,Retail,Organic Social,4,/home,0
389,2021-03-19 16:17:53+00:00,80,Retail,Organic Social,6,/features,0
794,2021-07-05 11:40:22+00:00,80,Retail,Direct,6,/studycase,0
1150,2021-10-06 13:28:12+00:00,80,Retail,Direct,5,/home,0
1214,2021-11-01 13:26:05+00:00,80,Retail,Organic Search,5,/home,0
1284,2021-11-23 09:59:13+00:00,80,Retail,Direct,5,/features,0
1598,2022-01-10 11:08:07+00:00,80,Retail,CPC,5,/home,0
1671,2022-02-02 13:59:01+00:00,80,Retail,CPC,5,/portofolio,0
2105,2022-05-02 13:48:01+00:00,80,Retail,Refferal,5,/features,0
2244,2022-05-31 15:19:51+00:00,80,Retail,Refferal,6,/home,0
2475,2022-06-28 17:03:37+00:00,80,Retail,Direct,6,/form/demo,0
2795,2022-09-01 12:44:41+00:00,80,Retail,Direct,5,/home,0
2901,2022-09-13 09:07:44+00:00,80,Retail,Direct,6,/home,0
2983,2022-09-23 09:48:57+00:00,80,Retail,CPC,5,/home,0
3100,2022-09-30 15:26:42+00:00,80,Retail,Organic Search,5,/home,0
3221,2022-10-26 09:00:29+00:00,80,Retail,Refferal,5,/features,0
577,2021-05-06 09:32:55+00:00,90,Retail,Organic Search,5,/form/demo,0
593,2021-05-10 17:21:45+00:00,90,Retail,Organic Social,5,/home,0
594,2021-05-11 10:48:24+00:00,90,Retail,Direct,5,/features,0
796,2021-07-05 12:28:15+00:00,90,Retail,CPC,3,/form/demo,2
921,2021-08-12 17:20:12+00:00,90,Retail,Refferal,6,/features,0
964,2021-08-27 16:53:15+00:00,90,Retail,CPC,4,/home,0
1035,2021-09-08 14:58:17+00:00,90,Retail,CPC,6,/studycase,0
1324,2021-11-30 16:36:40+00:00,90,Retail,Organic Search,5,/portofolio,0
1450,2021-12-21 14:04:20+00:00,90,Retail,CPC,4,/features,0
1479,2021-12-24 17:04:16+00:00,90,Retail,Refferal,5,/features,0
1627,2022-01-21 16:32:57+00:00,90,Retail,Direct,5,/form/demo,0
1820,2022-03-08 10:31:44+00:00,90,Retail,CPC,5,/home,0
1903,2022-03-23 16:43:50+00:00,90,Retail,CPC,5,/features,0
2189,2022-05-25 11:10:03+00:00,90,Retail,Organic Search,5,/features,0
2485,2022-06-29 12:56:03+00:00,90,Retail,Organic Search,5,/features,0
2559,2022-07-14 10:44:13+00:00,90,Retail,Organic Social,2,/features,2
2793,2022-09-01 11:46:46+00:00,90,Retail,CPC,5,/form/demo,0
2813,2022-09-02 10:57:15+00:00,90,Retail,CPC,6,/home,0
2842,2022-09-05 16:20:34+00:00,90,Retail,CPC,3,/studycase,2
2965,2022-09-21 15:58:28+00:00,90,Retail,CPC,5,/features,0
2986,2022-09-23 10:53:36+00:00,90,Retail,Direct,6,/features,0
3078,2022-09-29 16:22:46+00:00,90,Retail,Organic Social,5,/home,0
3102,2022-09-30 16:39:54+00:00,90,Retail,CPC,6,/home,0
3311,2022-11-07 15:32:48+00:00,90,Retail,Direct,6,/home,0
3333,2022-11-16 17:22:11+00:00,90,Retail,CPC,5,/home,0
15,2020-12-02 10:31:02+00:00,350,Retail,Organic Social,1,/form/set-a-meeting,1
106,2020-12-29 16:04:04+00:00,350,Retail,Refferal,2,/home,1
317,2021-03-01 17:48:47+00:00,350,Retail,Refferal,1,/form/demo,1
1062,2021-09-20 14:51:32+00:00,350,Retail,Refferal,1,/form/brochure,1
1243,2021-11-05 10:43:09+00:00,350,Retail,Refferal,1,/form/set-a-meeting,1
1258,2021-11-09 17:05:09+00:00,350,Retail,Refferal,1,/form/set-a-meeting,1
1401,2021-12-09 13:14:13+00:00,350,Retail,Direct,2,/testimonials,1
1607,2022-01-13 14:08:35+00:00,350,Retail,Direct,1,/form/brochure,1
1777,2022-03-02 15:03:17+00:00,350,Retail,Refferal,2,/studycase,1
1795,2022-03-04 09:25:01+00:00,350,Retail,Organic Search,2,/studycase,1
