leads_id,session_source_code,industry_code,leads_registered,number_of_employee
182,5,2,2021-01-12 14:55:34.000000 UTC,90
526,5,2,2021-04-28 15:11:21.000000 UTC,90
540,1,2,2021-04-30 11:44:51.000000 UTC,90
592,1,2,2021-05-10 17:03:00.000000 UTC,90
673,1,2,2021-06-04 11:01:04.000000 UTC,90
682,1,2,2021-06-07 10:24:11.000000 UTC,90
688,1,2,2021-06-07 15:52:52.000000 UTC,90
809,1,2,2021-07-07 13:05:05.000000 UTC,90
1168,5,2,2021-10-11 13:20:40.000000 UTC,90
1232,3,2,2021-11-03 13:32:16.000000 UTC,90
1621,3,2,2022-01-19 16:27:47.000000 UTC,90
1908,1,2,2022-03-23 17:47:07.000000 UTC,90
1967,1,2,2022-03-30 14:51:15.000000 UTC,90
2160,1,2,2022-05-17 10:53:33.000000 UTC,90
2434,5,2,2022-06-23 17:44:31.000000 UTC,90
2520,3,2,2022-07-04 14:06:03.000000 UTC,90
2708,5,2,2022-08-16 17:36:23.000000 UTC,90
3040,1,2,2022-09-27 16:27:12.000000 UTC,90
3143,4,2,2022-10-05 15:49:40.000000 UTC,90
482,3,2,2021-04-09 09:41:17.000000 UTC,350
2480,1,2,2022-06-29 10:00:47.000000 UTC,350
568,1,2,2021-05-04 16:35:59.000000 UTC,100
621,3,2,2021-05-25 09:03:36.000000 UTC,100
832,2,2,2021-07-14 11:06:27.000000 UTC,100
1076,4,2,2021-09-24 09:00:14.000000 UTC,100
1158,1,2,2021-10-07 11:37:05.000000 UTC,100
1783,2,2,2022-03-02 17:13:58.000000 UTC,100
1836,4,2,2022-03-09 14:36:06.000000 UTC,100
1894,1,2,2022-03-23 09:46:25.000000 UTC,100
1995,1,2,2022-04-01 15:26:42.000000 UTC,100
2085,5,2,2022-04-29 09:25:16.000000 UTC,100
2417,3,2,2022-06-22 13:42:43.000000 UTC,100
2605,5,2,2022-07-27 17:30:47.000000 UTC,100
2677,1,2,2022-08-08 09:03:46.000000 UTC,100
2680,4,2,2022-08-08 10:48:00.000000 UTC,100
2690,1,2,2022-08-10 14:25:28.000000 UTC,100
2825,1,2,2022-09-02 16:50:25.000000 UTC,100
174,1,2,2021-01-08 11:29:19.000000 UTC,110
356,1,2,2021-03-08 16:05:59.000000 UTC,110
606,1,2,2021-05-19 16:46:01.000000 UTC,110
1061,2,2,2021-09-20 11:28:57.000000 UTC,110
1442,4,2,2021-12-20 11:23:57.000000 UTC,110
1514,4,2,2021-12-29 17:13:02.000000 UTC,110
1786,5,2,2022-03-03 11:44:45.000000 UTC,110
1907,5,2,2022-03-23 17:45:43.000000 UTC,110
2205,2,2,2022-05-27 12:16:36.000000 UTC,110
2645,3,2,2022-08-02 17:29:54.000000 UTC,110
2865,5,2,2022-09-07 12:08:03.000000 UTC,110
2933,1,2,2022-09-19 10:14:19.000000 UTC,110
1672,3,2,2022-02-02 15:02:45.000000 UTC,375
1716,3,2,2022-02-22 10:35:56.000000 UTC,375
1945,5,2,2022-03-28 16:15:30.000000 UTC,375
2155,5,2,2022-05-12 15:07:28.000000 UTC,375
2386,5,2,2022-06-16 12:29:42.000000 UTC,375
2597,5,2,2022-07-26 17:03:32.000000 UTC,375
116,2,2,2020-12-30 15:31:20.000000 UTC,120
135,1,2,2021-01-04 11:59:44.000000 UTC,120
1116,3,2,2021-09-30 13:50:01.000000 UTC,120
1371,4,2,2021-12-06 13:39:10.000000 UTC,120
1495,4,2,2021-12-28 10:54:45.000000 UTC,120
1533,4,2,2021-12-31 10:58:34.000000 UTC,120
1599,4,2,2022-01-11 09:54:47.000000 UTC,120
1685,4,2,2022-02-07 15:32:41.000000 UTC,120
1736,1,2,2022-02-25 09:01:41.000000 UTC,120
2075,1,2,2022-04-27 09:11:56.000000 UTC,120
2191,2,2,2022-05-25 12:18:05.000000 UTC,120
362,2,2,2021-03-09 17:01:18.000000 UTC,130
463,5,2,2021-04-06 12:45:33.000000 UTC,130
480,3,2,2021-04-09 09:00:51.000000 UTC,130
900,1,2,2021-08-05 09:48:14.000000 UTC,130
1037,3,2,2021-09-08 17:00:05.000000 UTC,130
1058,1,2,2021-09-20 09:22:30.000000 UTC,130
1793,2,2,2022-03-03 16:35:06.000000 UTC,130
1992,1,2,2022-04-01 14:52:47.000000 UTC,130
2623,1,2,2022-08-01 09:29:43.000000 UTC,130
2676,1,2,2022-08-05 17:41:40.000000 UTC,130
2772,3,2,2022-08-31 09:54:23.000000 UTC,130
2940,4,2,2022-09-19 15:52:13.000000 UTC,130
3140,4,2,2022-10-05 14:03:58.000000 UTC,130
3175,1,2,2022-10-12 14:59:38.000000 UTC,130
133,3,2,2021-01-04 10:59:09.000000 UTC,140
222,1,2,2021-01-29 10:25:04.000000 UTC,140
223,5,2,2021-01-29 10:40:23.000000 UTC,140
278,2,2,2021-02-18 16:54:22.000000 UTC,140
322,2,2,2021-03-02 13:29:50.000000 UTC,140
1006,2,2,2021-09-03 10:21:15.000000 UTC,140
1231,2,2,2021-11-03 13:27:26.000000 UTC,140
1236,2,2,2021-11-04 10:20:20.000000 UTC,140
1252,1,2,2021-11-09 09:08:49.000000 UTC,140
1309,2,2,2021-11-29 16:00:02.000000 UTC,140
1312,5,2,2021-11-29 17:36:51.000000 UTC,140
1331,1,2,2021-12-01 09:30:40.000000 UTC,140
1471,1,2,2021-12-23 16:16:42.000000 UTC,140
1473,5,2,2021-12-24 10:31:39.000000 UTC,140
1502,5,2,2021-12-29 10:07:28.000000 UTC,140
1529,3,2,2021-12-31 09:26:34.000000 UTC,140
1737,2,2,2022-02-25 10:43:07.000000 UTC,140
1906,2,2,2022-03-23 17:41:37.000000 UTC,140
1938,2,2,2022-03-25 16:53:16.000000 UTC,140
2370,2,2,2022-06-14 14:52:51.000000 UTC,140
2429,1,2,2022-06-23 15:10:12.000000 UTC,140
2565,3,2,2022-07-18 10:40:55.000000 UTC,140
2659,1,2,2022-08-03 17:39:01.000000 UTC,140
2749,5,2,2022-08-29 14:25:13.000000 UTC,140
2752,1,2,2022-08-30 09:26:13.000000 UTC,140
2802,4,2,2022-09-01 16:22:22.000000 UTC,140
2849,3,2,2022-09-06 09:42:10.000000 UTC,140
3003,1,2,2022-09-26 09:21:57.000000 UTC,140
3053,1,2,2022-09-28 11:08:32.000000 UTC,140
3068,5,2,2022-09-29 09:42:20.000000 UTC,140
3076,5,2,2022-09-29 14:52:58.000000 UTC,140
3237,3,2,2022-10-27 13:26:56.000000 UTC,140
3347,5,2,2022-11-22 12:28:30.000000 UTC,140
3389,5,2,2022-11-30 17:50:23.000000 UTC,140
613,2,2,2021-05-21 16:51:46.000000 UTC,400
35,2,2,2020-12-07 09:52:53.000000 UTC,150
47,3,2,2020-12-08 17:32:36.000000 UTC,150
88,2,2,2020-12-23 14:51:37.000000 UTC,150
203,1,2,2021-01-25 09:34:59.000000 UTC,150
285,5,2,2021-02-22 16:00:20.000000 UTC,150
410,1,2,2021-03-26 12:27:30.000000 UTC,150
499,2,2,2021-04-19 16:56:16.000000 UTC,150
551,1,2,2021-05-03 09:34:05.000000 UTC,150
741,5,2,2021-06-25 14:47:03.000000 UTC,150
954,2,2,2021-08-26 12:30:49.000000 UTC,150
1029,4,2,2021-09-07 10:33:54.000000 UTC,150
1052,3,2,2021-09-14 12:42:48.000000 UTC,150
1071,1,2,2021-09-22 11:25:04.000000 UTC,150
1098,2,2,2021-09-28 15:00:18.000000 UTC,150
1129,1,2,2021-10-01 16:11:58.000000 UTC,150
1205,5,2,2021-10-29 09:46:24.000000 UTC,150
1254,2,2,2021-11-09 09:48:57.000000 UTC,150
1326,5,2,2021-11-30 17:12:57.000000 UTC,150
1327,5,2,2021-11-30 17:19:29.000000 UTC,150
1360,2,2,2021-12-03 14:28:51.000000 UTC,150
1386,3,2,2021-12-07 17:43:59.000000 UTC,150
1572,2,2,2022-01-05 16:35:01.000000 UTC,150
1620,5,2,2022-01-19 13:54:19.000000 UTC,150
1689,2,2,2022-02-10 09:08:50.000000 UTC,150
1699,2,2,2022-02-16 09:40:54.000000 UTC,150
1723,1,2,2022-02-23 16:16:42.000000 UTC,150
1914,2,2,2022-03-24 13:02:03.000000 UTC,150
1964,5,2,2022-03-30 10:21:26.000000 UTC,150
2139,2,2,2022-05-06 17:59:24.000000 UTC,150
2213,5,2,2022-05-30 09:25:10.000000 UTC,150
2298,5,2,2022-06-03 16:17:19.000000 UTC,150
2704,3,2,2022-08-12 17:02:56.000000 UTC,150
2732,2,2,2022-08-26 13:18:12.000000 UTC,150
2753,1,2,2022-08-30 09:30:07.000000 UTC,150
2756,3,2,2022-08-30 11:06:19.000000 UTC,150
2823,2,2,2022-09-02 16:05:46.000000 UTC,150
2837,3,2,2022-09-05 13:18:41.000000 UTC,150
2952,4,2,2022-09-20 16:14:59.000000 UTC,150
3015,4,2,2022-09-26 14:00:57.000000 UTC,150
3057,5,2,2022-09-28 12:28:57.000000 UTC,150
3074,2,2,2022-09-29 14:29:43.000000 UTC,150
3285,2,2,2022-11-02 09:33:00.000000 UTC,150
3382,1,2,2022-11-29 17:03:48.000000 UTC,150
2994,2,2,2022-09-23 16:09:52.000000 UTC,425
910,5,2,2021-08-06 17:29:37.000000 UTC,175
1290,5,2,2021-11-24 14:53:08.000000 UTC,175
3320,5,2,2022-11-10 15:27:18.000000 UTC,175
315,5,2,2021-03-01 16:12:25.000000 UTC,450
996,3,2,2021-09-01 17:59:45.000000 UTC,450
2315,2,2,2022-06-06 14:48:13.000000 UTC,450
512,2,2,2021-04-26 16:32:19.000000 UTC,200
1195,3,2,2021-10-26 09:59:46.000000 UTC,200
1959,5,2,2022-03-29 17:36:01.000000 UTC,200
2036,5,2,2022-04-13 15:18:14.000000 UTC,200
2269,4,2,2022-06-01 17:59:30.000000 UTC,200
2389,1,2,2022-06-17 09:07:46.000000 UTC,200
2242,5,2,2022-05-31 14:08:33.000000 UTC,475
304,2,2,2021-02-26 10:53:02.000000 UTC,225
2422,1,2,2022-06-23 10:38:09.000000 UTC,225
42,2,2,2020-12-08 10:53:09.000000 UTC,500
847,5,2,2021-07-23 11:10:06.000000 UTC,500
2635,5,2,2022-08-02 12:06:57.000000 UTC,500
2719,5,2,2022-08-24 09:20:18.000000 UTC,500
1184,5,2,2021-10-21 13:30:48.000000 UTC,250
1351,3,2,2021-12-02 14:28:54.000000 UTC,250
2166,5,2,2022-05-19 12:37:04.000000 UTC,250
2946,2,3,2022-09-20 09:07:16.000000 UTC,10
105,5,3,2020-12-29 15:20:10.000000 UTC,275
552,5,3,2021-05-03 14:25:09.000000 UTC,275
1579,2,3,2022-01-06 10:55:13.000000 UTC,275
1721,2,3,2022-02-23 14:18:18.000000 UTC,275
2071,5,3,2022-04-26 13:46:29.000000 UTC,275
2217,5,3,2022-05-30 10:32:48.000000 UTC,275
2534,5,3,2022-07-06 09:11:10.000000 UTC,275
2578,5,3,2022-07-20 17:08:27.000000 UTC,275
2651,1,3,2022-08-03 13:00:20.000000 UTC,275
2652,5,3,2022-08-03 13:42:11.000000 UTC,275
2798,5,3,2022-09-01 15:32:43.000000 UTC,275
3024,5,3,2022-09-26 16:03:51.000000 UTC,275
3247,4,3,2022-10-28 15:58:12.000000 UTC,275
3252,2,3,2022-10-28 16:49:52.000000 UTC,275
3368,1,3,2022-11-25 14:58:56.000000 UTC,275
1103,4,3,2021-09-29 11:14:32.000000 UTC,20
3254,2,3,2022-10-28 17:37:45.000000 UTC,20
2165,5,3,2022-05-19 11:21:50.000000 UTC,25
210,5,3,2021-01-26 09:05:52.000000 UTC,300
672,5,3,2021-06-04 10:23:12.000000 UTC,300
893,5,3,2021-08-04 11:19:48.000000 UTC,300
1126,5,3,2021-10-01 12:44:59.000000 UTC,300
1296,4,3,2021-11-26 09:35:53.000000 UTC,300
1447,1,3,2021-12-21 10:43:50.000000 UTC,300
1458,4,3,2021-12-22 11:30:32.000000 UTC,300
1966,4,3,2022-03-30 14:07:33.000000 UTC,300
1969,3,3,2022-03-30 15:43:22.000000 UTC,300
2027,2,3,2022-04-07 15:46:03.000000 UTC,300
2255,5,3,2022-06-01 10:13:49.000000 UTC,300
2344,5,3,2022-06-08 14:54:09.000000 UTC,300
2890,1,3,2022-09-12 09:02:21.000000 UTC,300
264,5,3,2021-02-09 10:33:15.000000 UTC,50
537,2,3,2021-04-30 10:40:54.000000 UTC,50
603,2,3,2021-05-17 16:48:57.000000 UTC,50
723,3,3,2021-06-22 10:11:44.000000 UTC,50
815,1,3,2021-07-08 14:59:32.000000 UTC,50
1259,2,3,2021-11-09 17:36:40.000000 UTC,50
1338,1,3,2021-12-01 15:15:23.000000 UTC,50
1373,3,3,2021-12-06 16:45:01.000000 UTC,50
1481,2,3,2021-12-27 10:16:40.000000 UTC,50
1778,3,3,2022-03-02 15:28:32.000000 UTC,50
1834,3,3,2022-03-09 14:03:44.000000 UTC,50
2372,2,3,2022-06-14 16:56:37.000000 UTC,50
2618,3,3,2022-07-29 10:57:04.000000 UTC,50
2762,3,3,2022-08-30 13:11:24.000000 UTC,50
2886,2,3,2022-09-09 13:07:20.000000 UTC,50
2912,2,3,2022-09-14 12:36:32.000000 UTC,50
126,5,3,2021-01-01 11:00:01.000000 UTC,60
333,3,3,2021-03-04 09:42:48.000000 UTC,60
657,3,3,2021-06-02 09:55:55.000000 UTC,60
790,3,3,2021-07-02 17:58:29.000000 UTC,60
1505,5,3,2021-12-29 12:17:22.000000 UTC,60
1563,2,3,2022-01-04 15:41:03.000000 UTC,60
1568,1,3,2022-01-05 12:54:47.000000 UTC,60
1639,3,3,2022-01-26 10:40:37.000000 UTC,60
1739,3,3,2022-02-25 14:19:06.000000 UTC,60
1747,2,3,2022-02-28 09:50:07.000000 UTC,60
1863,1,3,2022-03-16 10:17:18.000000 UTC,60
2576,3,3,2022-07-20 16:35:31.000000 UTC,60
2760,4,3,2022-08-30 12:01:00.000000 UTC,60
2834,3,3,2022-09-05 10:12:12.000000 UTC,60
2838,1,3,2022-09-05 14:10:58.000000 UTC,60
2884,1,3,2022-09-09 10:27:57.000000 UTC,60
2904,5,3,2022-09-13 13:40:46.000000 UTC,60
2961,2,3,2022-09-21 14:12:20.000000 UTC,60
359,5,3,2021-03-08 17:44:31.000000 UTC,325
567,2,3,2021-05-04 16:18:37.000000 UTC,325
671,3,3,2021-06-04 09:56:14.000000 UTC,325
1311,5,3,2021-11-29 17:11:25.000000 UTC,325
1484,5,3,2021-12-27 11:41:27.000000 UTC,325
1693,5,3,2022-02-11 10:07:37.000000 UTC,325
1776,5,3,2022-03-02 14:41:19.000000 UTC,325
1853,5,3,2022-03-11 17:23:50.000000 UTC,325
3030,3,3,2022-09-26 17:24:38.000000 UTC,325
3114,2,3,2022-10-03 16:19:25.000000 UTC,325
208,1,3,2021-01-25 17:33:34.000000 UTC,70
344,5,3,2021-03-05 10:29:16.000000 UTC,70
436,5,3,2021-04-01 15:38:48.000000 UTC,70
651,2,3,2021-06-01 15:51:34.000000 UTC,70
1167,1,3,2021-10-11 12:35:07.000000 UTC,70
1178,2,3,2021-10-18 10:03:22.000000 UTC,70
1448,2,3,2021-12-21 11:34:42.000000 UTC,70
1738,2,3,2022-02-25 10:44:48.000000 UTC,70
1888,3,3,2022-03-22 14:13:25.000000 UTC,70
2015,1,3,2022-04-05 14:34:11.000000 UTC,70
2202,1,3,2022-05-27 10:17:03.000000 UTC,70
2261,5,3,2022-06-01 13:07:18.000000 UTC,70
2289,2,3,2022-06-03 11:44:30.000000 UTC,70
2321,2,3,2022-06-06 16:39:38.000000 UTC,70
2346,1,3,2022-06-08 16:25:28.000000 UTC,70
2367,1,3,2022-06-13 10:30:22.000000 UTC,70
2506,1,3,2022-07-01 13:00:42.000000 UTC,70
2925,3,3,2022-09-16 10:39:49.000000 UTC,70
3099,3,3,2022-09-30 15:24:23.000000 UTC,70
3156,2,3,2022-10-06 17:19:58.000000 UTC,70
194,3,3,2021-01-19 09:05:10.000000 UTC,80
475,1,3,2021-04-08 11:27:59.000000 UTC,80
717,1,3,2021-06-18 17:14:29.000000 UTC,80
879,2,3,2021-08-02 14:52:30.000000 UTC,80
938,3,3,2021-08-23 09:21:57.000000 UTC,80
1822,2,3,2022-03-08 12:08:23.000000 UTC,80
2120,5,3,2022-05-04 12:41:51.000000 UTC,80
2187,3,3,2022-05-25 11:03:23.000000 UTC,80
2416,2,3,2022-06-22 12:41:48.000000 UTC,80
2898,3,3,2022-09-12 16:06:51.000000 UTC,80
3269,2,3,2022-10-31 14:29:46.000000 UTC,80
3388,3,3,2022-11-30 17:48:39.000000 UTC,80
31,1,3,2020-12-04 17:07:02.000000 UTC,90
197,5,3,2021-01-22 09:03:36.000000 UTC,90
199,2,3,2021-01-22 11:19:32.000000 UTC,90
263,3,3,2021-02-09 09:04:20.000000 UTC,90
807,5,3,2021-07-06 16:44:01.000000 UTC,90
823,5,3,2021-07-12 10:36:50.000000 UTC,90
960,2,3,2021-08-27 13:16:04.000000 UTC,90
1449,3,3,2021-12-21 11:39:34.000000 UTC,90
1744,5,3,2022-02-25 17:54:57.000000 UTC,90
1857,1,3,2022-03-15 09:54:17.000000 UTC,90
1909,2,3,2022-03-23 17:59:50.000000 UTC,90
1999,1,3,2022-04-01 17:48:47.000000 UTC,90
2384,5,3,2022-06-16 10:39:59.000000 UTC,90
2385,5,3,2022-06-16 11:43:12.000000 UTC,90
2393,1,3,2022-06-17 10:35:38.000000 UTC,90
2857,3,3,2022-09-06 14:04:44.000000 UTC,90
3151,3,3,2022-10-05 17:59:36.000000 UTC,90
286,5,3,2021-02-22 16:51:18.000000 UTC,350
345,5,3,2021-03-05 10:59:16.000000 UTC,350
431,5,3,2021-04-01 09:02:49.000000 UTC,350
434,5,3,2021-04-01 12:09:10.000000 UTC,350
635,5,3,2021-05-31 09:37:22.000000 UTC,350
973,5,3,2021-08-30 16:45:51.000000 UTC,350
976,3,3,2021-08-31 09:22:36.000000 UTC,350
1662,3,3,2022-01-31 14:07:39.000000 UTC,350
2776,3,3,2022-08-31 14:28:39.000000 UTC,350
3051,2,3,2022-09-28 10:56:12.000000 UTC,350
1310,5,3,2021-11-29 17:00:35.000000 UTC,100
1712,2,3,2022-02-21 12:38:49.000000 UTC,100
1884,1,3,2022-03-21 16:46:42.000000 UTC,100
2911,2,3,2022-09-14 11:52:33.000000 UTC,100
451,1,3,2021-04-02 16:02:45.000000 UTC,110
453,5,3,2021-04-05 10:59:29.000000 UTC,110
487,1,3,2021-04-09 16:09:02.000000 UTC,110
670,2,3,2021-06-04 09:52:03.000000 UTC,110
1015,5,3,2021-09-03 17:54:23.000000 UTC,110
1123,5,3,2021-10-01 09:02:56.000000 UTC,110
1182,1,3,2021-10-20 13:38:25.000000 UTC,110
1238,2,3,2021-11-04 16:37:29.000000 UTC,110
1316,2,3,2021-11-30 10:08:46.000000 UTC,110
1347,1,3,2021-12-02 12:20:03.000000 UTC,110
1545,5,3,2022-01-03 09:39:20.000000 UTC,110
2210,2,3,2022-05-27 16:02:59.000000 UTC,110
2395,5,3,2022-06-17 15:05:47.000000 UTC,110
2398,2,3,2022-06-20 12:40:18.000000 UTC,110
2755,3,3,2022-08-30 10:51:39.000000 UTC,110
2803,2,3,2022-09-01 16:56:17.000000 UTC,110
2892,5,3,2022-09-12 11:41:22.000000 UTC,110
3306,2,3,2022-11-04 15:12:41.000000 UTC,110
98,5,3,2020-12-28 10:25:08.000000 UTC,375
428,5,3,2021-03-31 09:21:36.000000 UTC,375
473,5,3,2021-04-08 10:43:05.000000 UTC,375
500,5,3,2021-04-20 10:19:49.000000 UTC,375
706,5,3,2021-06-14 10:15:51.000000 UTC,375
725,5,3,2021-06-22 16:35:35.000000 UTC,375
1337,3,3,2021-12-01 15:11:45.000000 UTC,375
1687,4,3,2022-02-09 16:32:18.000000 UTC,375
1694,5,3,2022-02-11 10:36:56.000000 UTC,375
1940,5,3,2022-03-28 09:09:48.000000 UTC,375
2019,5,3,2022-04-06 10:54:17.000000 UTC,375
2602,4,3,2022-07-27 16:20:04.000000 UTC,375
2950,3,3,2022-09-20 12:59:24.000000 UTC,375
2951,5,3,2022-09-20 13:08:03.000000 UTC,375
3364,5,3,2022-11-25 10:50:59.000000 UTC,375
367,1,3,2021-03-10 10:14:46.000000 UTC,120
392,2,3,2021-03-22 12:39:14.000000 UTC,120
558,1,3,2021-05-03 17:13:04.000000 UTC,120
599,3,3,2021-05-13 17:15:06.000000 UTC,120
779,1,3,2021-07-02 10:49:58.000000 UTC,120
1030,2,3,2021-09-07 15:45:12.000000 UTC,120
1136,1,3,2021-10-01 17:48:28.000000 UTC,120
1228,1,3,2021-11-03 10:37:43.000000 UTC,120
2262,5,3,2022-06-01 13:18:37.000000 UTC,120
2621,4,3,2022-07-29 17:09:16.000000 UTC,120
2622,2,3,2022-07-29 17:26:22.000000 UTC,120
3131,2,3,2022-10-05 09:05:02.000000 UTC,120
335,2,3,2021-03-04 10:48:53.000000 UTC,130
407,1,3,2021-03-26 09:21:27.000000 UTC,130
760,2,3,2021-06-29 12:58:49.000000 UTC,130
818,1,3,2021-07-08 17:50:49.000000 UTC,130
887,5,3,2021-08-03 13:21:59.000000 UTC,130
1077,2,3,2021-09-24 09:05:11.000000 UTC,130
1677,4,3,2022-02-03 12:24:13.000000 UTC,130
1713,3,3,2022-02-21 16:55:26.000000 UTC,130
2175,1,3,2022-05-23 15:30:49.000000 UTC,130
2190,5,3,2022-05-25 12:12:33.000000 UTC,130
2919,1,3,2022-09-15 11:42:47.000000 UTC,130
52,2,3,2020-12-10 10:48:44.000000 UTC,140
219,5,3,2021-01-28 17:55:07.000000 UTC,140
247,5,3,2021-02-03 16:59:26.000000 UTC,140
293,5,3,2021-02-24 17:53:42.000000 UTC,140
517,1,3,2021-04-27 16:38:18.000000 UTC,140
545,1,3,2021-04-30 15:40:20.000000 UTC,140
546,2,3,2021-04-30 16:09:54.000000 UTC,140
645,3,3,2021-05-31 17:43:09.000000 UTC,140
738,2,3,2021-06-25 11:33:39.000000 UTC,140
765,5,3,2021-06-30 13:58:02.000000 UTC,140
850,2,3,2021-07-26 10:26:39.000000 UTC,140
1131,4,3,2021-10-01 16:46:49.000000 UTC,140
1135,3,3,2021-10-01 17:47:40.000000 UTC,140
1199,2,3,2021-10-27 17:07:09.000000 UTC,140
1233,1,3,2021-11-03 15:52:59.000000 UTC,140
1278,1,3,2021-11-18 15:10:12.000000 UTC,140
1462,5,3,2021-12-22 16:20:03.000000 UTC,140
1631,2,3,2022-01-24 13:52:57.000000 UTC,140
1649,4,3,2022-01-27 17:37:53.000000 UTC,140
1661,3,3,2022-01-31 13:53:54.000000 UTC,140
1697,1,3,2022-02-14 17:14:26.000000 UTC,140
1714,5,3,2022-02-22 09:17:06.000000 UTC,140
1792,5,3,2022-03-03 16:04:21.000000 UTC,140
1854,5,3,2022-03-14 10:07:16.000000 UTC,140
1917,2,3,2022-03-24 14:59:42.000000 UTC,140
1944,5,3,2022-03-28 14:23:15.000000 UTC,140
1952,2,3,2022-03-28 17:35:33.000000 UTC,140
2008,1,3,2022-04-04 17:48:50.000000 UTC,140
2037,5,3,2022-04-14 12:05:56.000000 UTC,140
2086,1,3,2022-04-29 09:54:36.000000 UTC,140
2088,2,3,2022-04-29 10:52:25.000000 UTC,140
2159,5,3,2022-05-16 13:32:26.000000 UTC,140
2226,3,3,2022-05-30 15:01:26.000000 UTC,140
2229,5,3,2022-05-30 16:31:58.000000 UTC,140
2276,5,3,2022-06-02 14:24:11.000000 UTC,140
2328,1,3,2022-06-07 12:47:52.000000 UTC,140
2340,1,3,2022-06-08 11:29:51.000000 UTC,140
2360,2,3,2022-06-10 10:46:13.000000 UTC,140
2543,2,3,2022-07-07 10:41:47.000000 UTC,140
2738,1,3,2022-08-26 15:20:25.000000 UTC,140
2789,5,3,2022-09-01 09:14:36.000000 UTC,140
2908,3,3,2022-09-13 17:40:39.000000 UTC,140
2989,1,3,2022-09-23 13:10:44.000000 UTC,140
3042,2,3,2022-09-27 17:03:02.000000 UTC,140
3157,1,3,2022-10-07 09:35:52.000000 UTC,140
3235,2,3,2022-10-27 09:27:02.000000 UTC,140
3301,5,3,2022-11-03 17:57:01.000000 UTC,140
3316,2,3,2022-11-09 17:52:49.000000 UTC,140
3334,5,3,2022-11-17 15:16:06.000000 UTC,140
120,2,3,2020-12-31 16:03:13.000000 UTC,400
772,5,3,2021-07-01 16:24:40.000000 UTC,400
1088,1,3,2021-09-27 10:34:49.000000 UTC,400
1122,5,3,2021-09-30 17:08:31.000000 UTC,400
1356,2,3,2021-12-03 09:58:43.000000 UTC,400
1696,5,3,2022-02-14 14:39:14.000000 UTC,400
2093,5,3,2022-04-29 12:29:22.000000 UTC,400
2195,5,3,2022-05-25 17:26:58.000000 UTC,400
2207,3,3,2022-05-27 14:07:34.000000 UTC,400
2466,3,3,2022-06-27 17:42:59.000000 UTC,400
2589,3,3,2022-07-25 13:02:43.000000 UTC,400
2736,3,3,2022-08-26 14:39:28.000000 UTC,400
3066,5,3,2022-09-28 17:14:25.000000 UTC,400
3082,5,3,2022-09-30 09:13:32.000000 UTC,400
3132,1,3,2022-10-05 09:07:24.000000 UTC,400
3289,5,3,2022-11-02 11:42:26.000000 UTC,400
83,2,3,2020-12-22 10:28:28.000000 UTC,150
125,2,3,2021-01-01 10:38:28.000000 UTC,150
176,4,3,2021-01-08 13:21:20.000000 UTC,150
232,1,3,2021-02-01 11:50:23.000000 UTC,150
245,2,3,2021-02-03 16:18:24.000000 UTC,150
358,2,3,2021-03-08 17:17:20.000000 UTC,150
373,4,3,2021-03-11 13:59:08.000000 UTC,150
403,5,3,2021-03-25 13:02:51.000000 UTC,150
521,3,3,2021-04-28 11:54:19.000000 UTC,150
679,2,3,2021-06-04 15:45:50.000000 UTC,150
715,2,3,2021-06-18 13:36:37.000000 UTC,150
878,1,3,2021-08-02 11:53:06.000000 UTC,150
929,4,3,2021-08-17 09:49:51.000000 UTC,150
1075,5,3,2021-09-23 13:52:23.000000 UTC,150
1132,1,3,2021-10-01 17:04:34.000000 UTC,150
1187,5,3,2021-10-22 10:12:11.000000 UTC,150
1265,5,3,2021-11-12 13:43:09.000000 UTC,150
1308,2,3,2021-11-29 15:50:23.000000 UTC,150
1344,3,3,2021-12-02 09:04:39.000000 UTC,150
1354,5,3,2021-12-03 09:27:03.000000 UTC,150
1381,1,3,2021-12-07 13:03:07.000000 UTC,150
1393,3,3,2021-12-08 12:58:45.000000 UTC,150
1430,5,3,2021-12-15 13:58:18.000000 UTC,150
1489,1,3,2021-12-27 15:09:04.000000 UTC,150
1535,1,3,2021-12-31 12:58:34.000000 UTC,150
1603,1,3,2022-01-12 09:13:57.000000 UTC,150
1629,3,3,2022-01-24 09:21:46.000000 UTC,150
1648,1,3,2022-01-27 17:25:25.000000 UTC,150
1707,5,3,2022-02-18 10:50:06.000000 UTC,150
1719,2,3,2022-02-23 09:37:25.000000 UTC,150
1728,5,3,2022-02-24 10:23:43.000000 UTC,150
1748,1,3,2022-02-28 10:05:31.000000 UTC,150
1752,1,3,2022-02-28 12:11:37.000000 UTC,150
1772,1,3,2022-03-02 09:58:58.000000 UTC,150
1811,1,3,2022-03-07 13:25:48.000000 UTC,150
1922,1,3,2022-03-25 09:20:10.000000 UTC,150
1932,2,3,2022-03-25 16:07:28.000000 UTC,150
1941,2,3,2022-03-28 09:56:45.000000 UTC,150
1951,5,3,2022-03-28 17:32:52.000000 UTC,150
2200,2,3,2022-05-27 09:19:14.000000 UTC,150
2245,2,3,2022-05-31 16:08:31.000000 UTC,150
2258,5,3,2022-06-01 11:05:13.000000 UTC,150
2290,3,3,2022-06-03 12:30:44.000000 UTC,150
2319,1,3,2022-06-06 16:26:51.000000 UTC,150
2323,5,3,2022-06-06 17:27:01.000000 UTC,150
